id,pedido_id,produto_id,quantidade,preco_praticado,desconto_aplicado,valor_liquido_item
112,46,32,2,355.06,0.04,681.72
113,47,197,4,2657.31,0.09,9672.61
114,47,66,3,810.05,0.23,1871.22
115,48,171,1,55.68,0.02,54.57
116,49,186,4,2122.02,0.02,8318.32
117,49,38,4,120.12,0.03,466.07
118,49,10,4,1519.03,0.03,5893.84
119,49,93,2,2799.65,0.03,5431.32
120,50,105,1,954.26,0.02,935.17
121,51,22,2,557.3,0.05,1058.87
122,51,15,5,1400.04,0.02,6860.2
123,52,92,5,1984.8,0.03,9626.28
124,52,4,3,3467.5,0.0,10402.5
125,52,49,2,2033.65,0.03,3945.28
126,53,134,2,273.3,0.03,530.2
127,53,7,1,417.65,0.16,350.83
128,54,189,2,1989.91,0.03,3860.43
129,54,160,4,2908.77,0.02,11402.38
130,54,85,3,3367.26,0.01,10000.76
131,55,163,5,619.32,0.19,2508.25
132,56,90,2,595.99,0.02,1168.14
133,56,55,2,2463.92,0.02,4829.28
134,57,21,5,1130.36,0.02,5538.76
135,57,97,2,1026.11,0.03,1990.65
136,58,170,2,1334.78,0.01,2642.86
137,59,84,3,1959.85,0.05,5585.57
138,59,150,4,2628.54,0.01,10409.02
139,60,77,4,1550.76,0.01,6141.01
140,60,14,4,2357.61,0.02,9241.83
141,60,89,2,1859.99,0.02,3645.58
142,61,193,5,1581.76,0.03,7671.54
143,61,52,1,1116.78,0.05,1060.94
144,62,60,5,497.67,0.01,2463.47
145,62,4,2,3398.15,0.02,6660.37
146,63,28,4,2890.24,0.01,11445.35
147,63,77,3,1503.76,0.04,4330.83
148,63,166,3,1345.89,0.02,3956.92
149,63,83,1,3281.76,0.05,3117.67
150,63,143,3,1458.36,0.01,4331.33
151,64,7,5,472.34,0.05,2243.61
152,65,193,2,1581.76,0.03,3068.61
153,65,194,2,871.13,0.05,1655.15
154,65,180,1,3355.97,0.04,3221.73
155,66,66,1,841.61,0.2,673.29
156,67,34,2,1351.45,0.0,2702.9
157,67,8,2,1187.61,0.02,2327.72
158,68,38,4,121.36,0.02,475.73
159,68,177,1,544.79,0.05,517.55
160,69,139,2,712.06,0.04,1367.16
161,69,110,5,2203.59,0.0,11017.95
162,70,136,1,1399.17,0.03,1357.19
163,70,8,4,1187.61,0.02,4655.43
164,71,116,5,1233.22,0.0,6166.1
165,72,43,4,958.85,0.28,2761.49
166,73,47,3,1469.58,0.05,4188.3
167,73,89,1,1803.05,0.05,1712.9
168,73,66,5,1041.49,0.01,5155.38
169,73,155,5,872.18,0.02,4273.68
170,74,138,5,1706.86,0.01,8448.96
171,75,169,4,304.4,0.16,1022.78
172,75,72,1,714.14,0.16,599.88
173,75,135,4,1625.42,0.27,4746.23
174,75,25,3,1024.33,0.19,2489.12
175,76,29,5,1165.17,0.05,5534.56
176,76,184,4,2999.65,0.06,11278.68
177,76,125,3,306.77,0.07,855.89
178,77,121,1,1296.12,0.03,1257.24
179,78,42,4,2810.12,0.02,11015.67
180,78,157,1,660.11,0.04,633.71
181,79,111,5,2142.12,0.19,8675.59
182,79,159,3,3327.16,0.02,9781.85
183,80,3,2,1943.47,0.2,3109.55
184,80,152,1,1283.57,0.26,949.84
185,81,158,4,1895.01,0.01,7504.24
186,82,52,5,1128.54,0.04,5416.99
187,82,127,4,2011.91,0.02,7886.69
188,82,39,2,173.66,0.04,333.43
189,83,55,3,2463.92,0.02,7243.92
190,83,19,2,892.33,0.05,1695.43
191,84,163,5,756.94,0.01,3746.85
192,84,68,2,1997.55,0.02,3915.2
193,84,187,1,789.92,0.01,782.02
194,84,189,2,2030.94,0.01,4021.26
195,85,89,1,1878.97,0.01,1860.18
196,85,32,1,366.15,0.01,362.49
197,86,77,2,1535.09,0.02,3008.78
198,87,181,2,1263.95,0.21,1997.04
199,87,128,3,1218.23,0.09,3325.77
200,88,66,2,1009.93,0.04,1939.07
201,89,167,1,614.43,0.03,596.0
202,89,30,1,3143.0,0.03,3048.71
203,89,183,4,338.56,0.0,1354.24
204,89,75,4,1851.17,0.03,7182.54
205,90,17,2,2907.41,0.12,5117.04
206,90,166,5,1222.29,0.11,5439.19
207,91,67,1,2802.17,0.04,2690.08
208,92,200,1,2429.6,0.03,2356.71
209,93,121,5,1322.85,0.01,6548.11
210,93,163,3,734.01,0.04,2113.95
211,94,6,2,2542.73,0.05,4831.19
212,95,31,5,127.54,0.29,452.77
213,95,132,2,2752.58,0.14,4734.44
214,95,17,5,2775.26,0.16,11656.09
215,95,27,1,1777.37,0.24,1350.8
216,96,163,4,741.65,0.03,2877.6
217,96,104,1,1989.16,0.02,1949.38
218,96,149,3,87.36,0.02,256.84
219,96,53,5,200.83,0.05,953.94
220,96,96,2,1521.21,0.02,2981.57
221,96,31,3,177.84,0.01,528.18
222,97,58,2,1600.28,0.18,2624.46
223,97,15,3,1357.18,0.05,3867.96
224,98,173,4,2503.93,0.01,9915.56
225,99,178,5,1772.07,0.01,8771.75
226,99,13,3,1915.84,0.03,5575.09
227,100,59,3,639.13,0.01,1898.22
228,100,138,3,1637.89,0.05,4667.99
229,100,178,2,1736.27,0.03,3368.36
230,100,25,1,1226.67,0.03,1189.87
231,100,46,2,436.71,0.03,847.22
232,100,61,2,409.7,0.02,803.01
233,101,11,1,1436.33,0.01,1421.97
234,101,55,4,2388.49,0.05,9076.26
235,101,60,2,482.59,0.04,926.57
236,101,13,2,1975.09,0.0,3950.18
237,102,68,1,1610.27,0.21,1272.11
238,102,14,5,2285.43,0.05,10855.79
239,103,59,5,632.68,0.02,3100.13
240,103,148,3,488.21,0.0,1464.63
241,104,47,4,1485.05,0.04,5702.59
242,104,119,1,1134.03,0.02,1111.35
243,104,130,3,622.33,0.04,1792.31
244,104,167,5,620.76,0.02,3041.72
245,105,66,3,1020.45,0.03,2969.51
246,105,178,2,1789.97,0.0,3579.94
247,105,96,5,1536.74,0.01,7606.86
248,105,183,4,335.17,0.01,1327.27
249,105,52,2,1128.54,0.04,2166.8
250,105,129,4,2292.04,0.01,9076.48
251,106,35,2,2805.01,0.03,5441.72
252,107,194,3,706.07,0.23,1631.02
253,107,47,1,1222.07,0.21,965.44
254,108,151,5,701.11,0.03,3400.38
255,108,47,2,1531.46,0.0,3062.92
256,109,73,5,1278.0,0.15,5431.5
257,110,87,3,1619.25,0.04,4663.44
258,111,27,1,2291.88,0.02,2246.04
259,111,152,3,1647.83,0.05,4696.32
260,112,88,4,2100.11,0.28,6048.32
261,112,80,2,2163.75,0.1,3894.75
262,113,119,3,1122.45,0.03,3266.33
263,113,125,3,326.56,0.01,969.88
264,114,104,5,2009.46,0.01,9946.83
265,114,154,5,1004.62,0.0,5023.1
266,115,38,1,101.55,0.18,83.27
267,115,23,5,1025.22,0.0,5126.1
268,115,81,4,1518.61,0.13,5284.76
269,116,177,4,464.5,0.19,1504.98
270,116,45,1,418.36,0.15,355.61
271,117,199,1,1935.05,0.04,1857.65
272,118,170,4,1172.99,0.13,4082.01
273,119,133,3,2488.83,0.12,6570.51
274,119,110,2,1652.69,0.25,2479.04
275,120,24,2,2853.68,0.03,5536.14
276,120,14,2,2333.55,0.03,4527.09
277,120,45,4,477.42,0.03,1852.39
278,121,188,3,69.31,0.3,145.55
279,121,106,5,2142.32,0.07,9961.79
280,121,27,1,1847.53,0.21,1459.55
281,122,114,3,837.37,0.05,2386.5
282,122,142,3,3114.32,0.04,8969.24
283,123,181,3,1551.94,0.03,4516.15
284,123,81,5,1728.07,0.01,8553.95
285,124,55,3,2438.77,0.03,7096.82
286,125,156,3,57.24,0.02,168.29
287,125,21,3,1095.76,0.05,3122.92
288,126,130,2,648.26,0.0,1296.52
289,126,88,1,2800.15,0.04,2688.14
290,126,66,5,1020.45,0.03,4949.18
291,127,148,4,356.39,0.27,1040.66
292,127,75,2,1354.98,0.29,1924.07
293,127,185,5,778.83,0.19,3154.26
294,128,118,3,2876.84,0.04,8285.3
295,128,182,3,1015.85,0.02,2986.6
296,129,91,5,2158.67,0.18,8850.55
297,130,103,4,1781.42,0.04,6840.65
298,131,65,4,2626.33,0.02,10295.21
299,131,52,5,1152.05,0.02,5645.04
300,131,181,2,1567.94,0.02,3073.16
301,131,34,5,1365.1,0.0,6825.5
302,131,1,5,1539.33,0.05,7311.82
303,131,146,2,2644.08,0.0,5288.16
304,132,77,4,1550.76,0.01,6141.01
305,132,49,1,2033.65,0.03,1972.64
306,132,101,3,1819.53,0.01,5404.0
307,132,196,4,1010.04,0.05,3838.15
308,133,62,2,244.49,0.01,484.09
309,133,128,2,1271.77,0.05,2416.36
310,133,57,3,1845.55,0.02,5425.92
311,134,196,5,978.14,0.08,4499.44
312,134,68,3,1997.55,0.02,5872.8
313,135,136,3,1413.59,0.02,4155.95
314,136,49,2,1467.59,0.3,2054.63
315,136,132,4,2528.54,0.21,7990.19
316,137,14,3,2357.61,0.02,6931.37
317,137,54,4,3181.03,0.04,12215.16
318,138,36,2,1474.88,0.03,2861.27
319,138,108,1,1103.8,0.01,1092.76
320,139,117,1,2081.15,0.14,1789.79
321,139,108,3,847.36,0.24,1931.98
322,140,146,4,1850.86,0.3,5182.41
323,140,92,1,1596.03,0.22,1244.9
324,141,85,3,2482.93,0.27,5437.62
325,141,106,2,1958.03,0.15,3328.65
326,141,143,2,1399.44,0.05,2658.94
327,141,127,5,2011.91,0.02,9858.36
328,141,173,3,2251.01,0.11,6010.2
329,141,61,3,372.07,0.11,993.43
330,142,146,4,2617.64,0.01,10365.85
331,142,17,5,3204.76,0.03,15543.09
332,143,23,2,994.46,0.03,1929.25
333,143,194,1,898.64,0.02,880.67
334,143,160,4,2968.13,0.0,11872.52
335,143,105,5,925.04,0.05,4393.94
336,144,52,1,1081.52,0.08,995.0
337,145,142,5,3146.76,0.03,15261.79
338,146,33,2,2217.74,0.02,4346.77
339,147,42,1,2179.28,0.24,1656.25
340,147,8,1,969.48,0.2,775.58
341,147,81,1,1553.52,0.11,1382.63
342,148,18,3,3490.39,0.0,10471.17
343,148,178,3,1772.07,0.01,5263.05
344,149,135,5,2204.33,0.01,10911.43
345,150,176,4,737.67,0.04,2832.65
346,150,138,2,1724.1,0.0,3448.2
347,150,125,3,323.26,0.02,950.38
348,151,195,5,125.79,0.02,616.37
349,151,120,5,551.21,0.25,2067.04
350,152,199,5,1955.21,0.03,9482.77
351,152,95,5,2921.91,0.01,14463.45
352,152,57,4,1826.71,0.03,7087.63
353,152,44,4,1131.34,0.01,4480.11
354,152,198,1,1538.11,0.0,1538.11
355,152,16,3,390.93,0.04,1125.88
356,153,47,1,1531.46,0.01,1516.15
357,153,163,5,764.59,0.0,3822.95
358,154,36,1,1444.47,0.0,1444.47
359,154,8,3,1199.73,0.01,3563.2
360,154,46,2,432.21,0.04,829.84
361,154,127,4,2011.91,0.02,7886.69
362,154,93,1,2857.38,0.01,2828.81
363,155,108,2,903.11,0.19,1463.04
364,155,6,3,1953.89,0.27,4279.02
365,156,176,5,722.31,0.06,3394.86
366,157,82,2,3202.93,0.02,6277.74
367,157,200,1,2479.69,0.01,2454.89
368,157,173,2,2503.93,0.01,4957.78
369,158,58,5,1893.01,0.03,9181.1
370,159,41,1,941.67,0.03,913.42
371,160,67,3,2539.47,0.13,6628.02
372,160,184,2,2903.92,0.09,5285.13
373,160,52,1,1152.05,0.02,1129.01
374,161,52,1,987.47,0.16,829.47
375,161,171,5,47.16,0.17,195.71
376,161,31,2,152.69,0.15,259.57
377,161,188,1,98.02,0.01,97.04
378,162,148,4,434.51,0.11,1546.86
379,163,34,5,1310.5,0.04,6290.4
380,164,89,1,1537.34,0.19,1245.25
381,164,8,1,1211.85,0.0,1211.85
382,164,96,2,1365.99,0.12,2404.14
383,165,75,5,1832.08,0.04,8793.98
384,165,73,2,1458.42,0.03,2829.33
385,166,66,4,1009.93,0.04,3878.13
386,166,84,4,1980.48,0.04,7605.04
387,167,65,5,2653.13,0.01,13132.99
388,167,107,2,2773.41,0.05,5269.48
389,168,158,2,1722.74,0.1,3100.93
390,169,160,4,2879.09,0.03,11170.87
391,169,12,2,2572.01,0.04,4938.26
392,169,54,4,3181.03,0.04,12215.16
393,170,186,2,1710.61,0.21,2702.76
394,170,117,3,2081.15,0.0,6243.45
395,170,81,1,1448.79,0.17,1202.5
396,171,55,3,2514.2,0.0,7542.6
397,172,124,4,2132.85,0.03,8275.46
398,173,184,4,3159.21,0.01,12510.47
399,173,145,2,3154.2,0.04,6056.06
400,173,141,5,1783.79,0.04,8562.19
401,174,95,5,2892.39,0.02,14172.71
402,174,148,1,468.68,0.04,449.93
403,174,107,1,2831.8,0.03,2746.85
404,174,56,2,2199.86,0.01,4355.72
405,174,89,4,1878.97,0.01,7440.72
406,175,53,2,209.29,0.01,414.39
407,175,40,1,468.64,0.01,463.95
408,175,144,3,614.15,0.01,1824.03
409,175,199,2,1995.52,0.01,3951.13
410,176,187,4,789.92,0.01,3128.08
411,176,167,1,608.09,0.04,583.77
412,177,7,4,402.73,0.19,1304.85
413,178,44,5,1131.34,0.01,5600.13
414,178,113,4,422.09,0.04,1620.83
415,178,22,1,574.9,0.02,563.4
416,178,31,5,177.84,0.01,880.31
417,178,94,1,2617.07,0.01,2590.9
418,179,184,4,3159.21,0.01,12510.47
419,180,57,4,1807.88,0.04,6942.26
420,180,94,3,2537.76,0.04,7308.75
421,180,23,4,994.46,0.03,3858.5
422,180,93,5,2799.65,0.03,13578.3
423,180,194,1,889.47,0.03,862.79
424,181,196,4,1041.94,0.02,4084.4
425,181,41,5,931.96,0.04,4473.41
426,181,30,4,3143.0,0.03,12194.84
427,181,194,2,916.98,0.0,1833.96
428,182,30,4,3078.2,0.05,11697.16
429,183,74,3,2731.32,0.04,7866.2
430,183,178,2,1736.27,0.03,3368.36
431,184,38,5,118.89,0.04,570.67
432,185,104,2,1684.7,0.17,2796.6
433,185,196,3,829.3,0.22,1940.56
434,185,112,3,355.66,0.22,832.24
435,186,88,1,2595.97,0.11,2310.41
436,186,162,5,184.5,0.25,691.88
437,187,106,2,2303.57,0.0,4607.14
438,187,43,1,1278.47,0.04,1227.33
439,187,60,5,482.59,0.04,2316.43
440,188,43,5,1025.44,0.23,3947.94
441,189,118,1,2876.84,0.04,2761.77
442,189,50,5,2911.23,0.02,14265.03
443,190,17,1,3204.76,0.03,3108.62
444,190,198,4,1491.97,0.03,5788.84
445,190,132,1,3104.66,0.03,3011.52
446,191,10,2,1503.37,0.04,2886.47
447,191,129,4,2292.04,0.01,9076.48
448,191,32,5,369.85,0.0,1849.25
449,192,191,2,1575.85,0.17,2615.91
450,192,102,1,578.54,0.11,514.9
451,192,35,3,2024.23,0.3,4250.88
452,192,150,5,1911.66,0.28,6881.98
453,192,158,2,1512.18,0.21,2389.24
454,193,59,1,632.68,0.02,620.03
455,194,71,3,549.37,0.21,1302.01
456,194,130,2,641.78,0.01,1270.72
457,195,4,1,3363.47,0.03,3262.57
458,195,111,3,2618.14,0.01,7775.88
459,195,48,1,3028.0,0.04,2906.88
460,196,36,3,1505.3,0.01,4470.74
461,196,109,2,2054.43,0.0,4108.86
462,196,26,3,3002.87,0.02,8828.44
463,197,55,5,2438.77,0.03,11828.03
464,197,140,5,895.29,0.04,4297.39
465,197,194,1,871.13,0.05,827.57
466,197,192,5,1616.84,0.04,7760.83
467,197,8,1,1163.38,0.04,1116.84
468,197,29,4,1177.44,0.04,4521.37
469,198,71,3,660.63,0.05,1882.8
470,198,146,4,2591.2,0.02,10157.5
471,198,154,2,984.53,0.02,1929.68
472,199,87,1,1602.38,0.05,1522.26
473,199,144,1,601.74,0.03,583.69
474,199,159,3,3225.31,0.05,9192.13
475,200,25,1,1226.67,0.03,1189.87
476,200,106,1,2234.46,0.03,2167.43
477,201,66,5,852.13,0.19,3451.13
478,201,148,5,463.8,0.05,2203.05
479,202,13,3,1975.09,0.0,5925.27
480,203,36,2,1459.68,0.04,2802.59
481,204,102,4,617.55,0.05,2346.69
482,204,188,2,97.03,0.02,190.18
483,205,179,5,415.71,0.04,1995.41
484,205,58,2,1658.83,0.15,2820.01
485,206,8,5,1163.38,0.04,5584.22
486,207,71,2,688.45,0.01,1363.13
487,208,137,1,139.77,0.04,134.18
488,208,133,5,2743.37,0.03,13305.34
489,208,82,4,3235.62,0.01,12813.06
490,208,54,4,3214.16,0.03,12470.94
491,208,70,1,1153.25,0.02,1130.18
492,209,152,1,1665.18,0.04,1598.57
493,209,6,1,2489.2,0.07,2314.96
494,209,136,3,1038.56,0.28,2243.29
495,209,90,2,474.36,0.22,740.0
496,209,134,3,239.49,0.15,610.7
497,210,42,5,2752.77,0.04,13213.3
498,211,93,1,2713.07,0.06,2550.29
499,211,125,3,260.59,0.21,617.6
500,211,75,2,1488.57,0.22,2322.17
501,211,153,2,2659.84,0.21,4202.55
502,211,157,3,563.84,0.18,1387.05
503,212,98,5,3084.08,0.02,15111.99
504,212,177,5,481.71,0.16,2023.18
505,212,115,1,2826.44,0.18,2317.68
506,213,200,3,2454.65,0.02,7216.67
507,213,172,3,2702.64,0.01,8026.84
508,213,31,3,176.05,0.02,517.59
509,214,108,2,1070.35,0.04,2055.07
510,215,124,2,2088.87,0.05,3968.85
511,215,15,1,1414.32,0.01,1400.18
512,216,63,2,2475.97,0.17,4110.11
513,216,139,5,571.13,0.23,2198.85
514,217,31,5,134.73,0.25,505.24
515,217,194,3,751.92,0.18,1849.72
516,217,140,4,736.75,0.21,2328.13
517,218,57,3,1393.58,0.26,3093.75
518,218,106,3,1981.07,0.14,5111.16
519,218,175,3,716.48,0.17,1784.04
520,219,22,1,574.9,0.02,563.4
521,219,193,2,1581.76,0.03,3068.61
522,220,43,5,1318.42,0.01,6526.18
523,220,78,4,3146.82,0.03,12209.66
524,221,145,2,3285.62,0.0,6571.24
525,221,96,2,1490.17,0.04,2861.13
526,222,22,1,563.16,0.04,540.63
527,222,75,5,1851.17,0.03,8978.17
528,222,114,1,872.63,0.01,863.9
529,222,166,5,1373.36,0.0,6866.8
530,223,67,3,2656.23,0.09,7251.51
531,223,102,2,565.54,0.13,984.04
532,223,19,2,798.4,0.15,1357.28
533,224,193,5,1581.76,0.03,7671.54
534,225,16,5,378.71,0.07,1761.0
535,226,133,5,2771.66,0.02,13581.13
536,227,155,3,720.88,0.19,1751.74
537,228,79,4,357.76,0.03,1388.11
538,228,116,4,1233.22,0.0,4932.88
539,228,44,5,1142.77,0.0,5713.85
540,228,17,4,3204.76,0.03,12434.47
541,228,80,3,2332.04,0.03,6786.24
542,228,122,1,755.93,0.02,740.81
543,229,60,4,482.59,0.04,1853.15
544,230,33,2,1855.66,0.18,3043.28
545,230,166,1,1181.09,0.14,1015.74
546,230,44,4,1074.2,0.06,4038.99
547,231,35,2,2400.16,0.17,3984.27
548,232,150,2,2203.72,0.17,3658.18
549,232,94,1,1876.88,0.29,1332.58
550,233,142,5,3244.08,0.0,16220.4
551,234,144,1,601.74,0.03,583.69
552,234,83,2,3316.3,0.04,6367.3
553,235,129,2,2292.04,0.01,4538.24
554,235,184,4,3159.21,0.01,12510.47
555,235,113,3,430.89,0.02,1266.82
556,235,38,2,122.6,0.01,242.75
557,235,189,1,2010.42,0.02,1970.21
558,236,75,3,1870.25,0.02,5498.54
559,237,183,3,281.0,0.17,699.69
560,237,125,5,290.28,0.12,1277.23
561,238,146,2,2538.32,0.04,4873.57
562,238,172,4,2648.04,0.03,10274.4
563,239,36,4,1398.86,0.08,5147.8
564,239,39,1,171.85,0.05,163.26
565,239,187,5,765.98,0.04,3676.7
566,239,61,1,405.52,0.03,393.35
567,240,177,5,561.99,0.02,2753.75
568,240,58,1,1912.53,0.02,1874.28
569,241,18,3,3315.87,0.05,9450.23
570,241,152,3,1717.21,0.0,5151.63
571,241,94,1,2590.63,0.02,2538.82
572,241,147,1,2766.01,0.05,2627.71
573,242,122,4,740.51,0.04,2843.56
574,242,130,4,641.78,0.01,2541.45
575,242,134,2,281.75,0.0,563.5
576,242,100,2,2784.9,0.0,5569.8
577,242,96,5,1536.74,0.01,7606.86
578,242,87,5,1619.25,0.04,7772.4
579,243,193,4,1549.15,0.05,5886.77
580,243,102,5,624.05,0.04,2995.44
581,244,76,3,629.84,0.04,1813.94
582,245,103,3,1837.09,0.01,5456.16
583,245,95,4,2833.36,0.04,10880.1
584,245,99,4,3046.58,0.05,11577.0
585,246,167,5,627.1,0.01,3104.14
586,247,14,2,2333.55,0.03,4527.09
587,248,131,5,3488.74,0.0,17443.7
588,248,78,5,3146.82,0.03,15262.08
589,248,119,5,1134.03,0.02,5556.75
590,249,178,1,1718.37,0.04,1649.64
591,249,129,5,2222.58,0.04,10668.38
592,249,198,5,1476.59,0.04,7087.63
593,250,27,5,2245.1,0.04,10776.48
594,250,107,5,2860.99,0.02,14018.85
595,251,78,3,3114.37,0.04,8969.39
596,251,150,2,2548.89,0.04,4893.87
597,251,76,1,623.28,0.05,592.12
598,251,54,4,3280.43,0.01,12990.5
599,252,125,3,313.37,0.05,893.1
600,253,161,5,2196.98,0.04,10545.5
601,254,139,3,593.38,0.2,1424.11
602,254,21,4,1141.9,0.01,4521.92
603,255,146,5,2194.59,0.17,9107.55
604,255,162,1,186.96,0.24,142.09
605,255,48,1,3028.0,0.04,2906.88
606,255,104,2,1461.43,0.28,2104.46
607,256,149,1,85.57,0.04,82.15
608,257,115,3,3274.54,0.05,9332.44
609,257,108,4,1092.65,0.02,4283.19
610,258,57,3,1807.88,0.04,5206.69
611,258,20,5,2301.89,0.01,11394.36
612,258,41,4,941.67,0.03,3653.68
613,258,34,3,1310.5,0.04,3774.24
614,259,19,2,676.3,0.28,973.87
615,259,61,5,326.09,0.22,1271.75
616,259,108,1,992.31,0.11,883.16
617,259,184,2,3127.3,0.02,6129.51
618,260,144,5,601.74,0.03,2918.44
619,261,159,4,2987.65,0.12,10516.53
620,261,158,5,1607.89,0.16,6753.14
621,261,18,3,2966.83,0.15,7565.42
622,262,103,3,1799.98,0.03,5237.94
623,262,155,2,863.28,0.03,1674.76
624,263,198,5,1538.11,0.0,7690.55
625,263,78,4,3114.37,0.04,11959.18
626,264,25,5,1264.61,0.0,6323.05
627,264,136,5,1355.89,0.06,6372.68
628,264,174,1,933.11,0.22,727.83
629,265,48,5,2744.13,0.13,11936.97
630,265,174,5,1184.33,0.01,5862.43
631,266,39,3,175.47,0.03,510.62
632,266,64,4,896.96,0.02,3516.08
633,267,44,5,1142.77,0.0,5713.85
634,267,73,2,1443.39,0.04,2771.31
635,267,175,3,837.33,0.03,2436.63
636,268,50,1,2822.11,0.05,2681.0
637,268,7,1,477.31,0.04,458.22
638,268,181,2,1583.94,0.01,3136.2
639,268,179,2,415.71,0.04,798.16
640,269,139,1,637.89,0.14,548.59
641,269,108,5,1014.6,0.09,4616.43
642,269,153,3,2525.16,0.25,5681.61
643,269,106,2,2119.28,0.08,3899.48
644,270,158,5,1875.87,0.02,9191.76
645,270,118,2,2996.71,0.0,5993.42
646,270,62,2,242.02,0.02,474.36
647,271,30,3,3207.81,0.01,9527.2
