pedido_id,cliente_id,data_pedido,status,valor_total,canal_venda,cupom_desconto,segmento,canal_aquisicao,ano,mes_num,mes_nome,flag_cancelado,flag_devolvido
30,751,2023-01-04,entregue,1063.21,marketplace,False,B2C,indicação,2023,1,Jan,0,0
31,2863,2023-06-06,entregue,2318.7,site,False,B2C,paid_search,2023,6,Jun,0,0
32,1675,2024-03-28,entregue,1570.16,marketplace,False,B2C,paid_search,2024,3,Mar,0,0
33,2714,2023-03-03,entregue,67.16,marketplace,False,B2C,redes_sociais,2023,3,Mar,0,0
34,2091,2024-08-02,em_transito,2434.68,app,True,B2C,redes_sociais,2024,8,Ago,0,0
35,1114,2023-11-11,entregue,6579.5,site,False,B2B,redes_sociais,2023,11,Nov,0,0
36,625,2023-06-04,entregue,1603.88,site,False,B2C,orgânico,2023,6,Jun,0,0
37,1460,2023-09-20,entregue,1017.18,marketplace,False,B2C,paid_search,2023,9,Set,0,0
38,2633,2023-05-07,entregue,9380.66,site,False,B2B,orgânico,2023,5,Mai,0,0
39,329,2024-04-19,entregue,1681.66,site,True,B2C,redes_sociais,2024,4,Abr,0,0
40,2774,2023-10-22,entregue,471.56,marketplace,True,B2C,paid_search,2023,10,Out,0,0
41,2404,2024-07-03,em_transito,1030.72,site,False,B2C,indicação,2024,7,Jul,0,0
42,403,2023-02-14,entregue,2043.49,site,False,B2C,indicação,2023,2,Fev,0,0
43,1143,2023-11-24,entregue,1779.34,site,True,B2C,paid_search,2023,11,Nov,0,0
44,2163,2023-09-03,entregue,1792.42,app,False,B2C,indicação,2023,9,Set,0,0
45,217,2023-07-27,entregue,1756.2,site,True,B2C,indicação,2023,7,Jul,0,0
46,2426,2023-02-20,entregue,711.78,site,False,B2C,orgânico,2023,2,Fev,0,0
47,1945,2023-09-04,cancelado,7697.54,site,True,B2B,redes_sociais,2023,9,Set,1,0
48,2672,2023-02-16,entregue,9639.94,marketplace,False,B2B,indicação,2023,2,Fev,0,0
49,1454,2024-09-23,cancelado,668.18,site,False,B2C,indicação,2024,9,Set,1,0
50,2606,2024-06-20,devolvido,13858.34,app,False,B2B,indicação,2024,6,Jun,0,1
51,1793,2023-12-12,cancelado,324.87,marketplace,False,B2C,paid_search,2023,12,Dez,1,0
52,2165,2024-03-30,cancelado,7339.27,marketplace,False,B2B,orgânico,2024,3,Mar,1,0
53,231,2024-04-24,em_transito,291.29,site,True,B2C,orgânico,2024,4,Abr,0,0
54,455,2024-04-26,entregue,530.92,site,False,B2C,indicação,2024,4,Abr,0,0
55,2596,2023-09-15,entregue,2248.91,app,True,B2B,orgânico,2023,9,Set,0,0
56,929,2023-11-29,entregue,291.92,app,False,B2C,orgânico,2023,11,Nov,0,0
57,1175,2024-11-20,entregue,899.19,marketplace,False,B2C,paid_search,2024,11,Nov,0,0
58,61,2023-09-21,devolvido,509.56,marketplace,False,B2C,indicação,2023,9,Set,0,1
59,1619,2023-06-16,entregue,123.99,site,False,B2C,redes_sociais,2023,6,Jun,0,0
60,1567,2024-04-11,entregue,1196.23,app,False,B2C,orgânico,2024,4,Abr,0,0
61,2797,2024-03-23,entregue,4065.66,marketplace,False,B2B,redes_sociais,2024,3,Mar,0,0
62,1494,2023-05-26,cancelado,2101.66,site,False,B2C,paid_search,2023,5,Mai,1,0
63,1591,2023-11-16,entregue,929.03,site,False,B2C,indicação,2023,11,Nov,0,0
64,2658,2023-09-22,entregue,553.35,site,False,B2C,indicação,2023,9,Set,0,0
65,2205,2024-08-14,entregue,12901.55,site,False,B2B,orgânico,2024,8,Ago,0,0
66,42,2023-04-20,entregue,2029.14,marketplace,True,B2C,redes_sociais,2023,4,Abr,0,0
67,937,2023-11-04,entregue,1807.65,app,False,B2C,paid_search,2023,11,Nov,0,0
68,1590,2024-02-18,cancelado,600.79,marketplace,False,B2C,redes_sociais,2024,2,Fev,1,0
69,1352,2024-07-17,entregue,834.85,site,False,B2C,indicação,2024,7,Jul,0,0
70,1132,2024-03-06,cancelado,414.01,app,False,B2C,redes_sociais,2024,3,Mar,1,0
71,1739,2023-05-06,entregue,822.75,app,False,B2C,paid_search,2023,5,Mai,0,0
72,561,2023-03-20,entregue,273.25,app,True,B2C,paid_search,2023,3,Mar,0,0
73,2306,2023-04-11,entregue,412.27,app,False,B2C,orgânico,2023,4,Abr,0,0
74,2751,2024-04-17,entregue,976.88,site,True,B2C,indicação,2024,4,Abr,0,0
75,1783,2024-01-14,entregue,1172.56,app,True,B2C,indicação,2024,1,Jan,0,0
76,1809,2023-11-15,entregue,1265.1,site,True,B2C,orgânico,2023,11,Nov,0,0
77,1080,2024-05-07,cancelado,7476.74,marketplace,False,B2B,paid_search,2024,5,Mai,1,0
78,1994,2023-08-22,entregue,488.71,marketplace,False,B2C,indicação,2023,8,Ago,0,0
79,1236,2023-11-29,entregue,477.24,marketplace,True,B2C,redes_sociais,2023,11,Nov,0,0
80,1362,2024-02-08,em_transito,2236.95,marketplace,True,B2C,paid_search,2024,2,Fev,0,0
81,1230,2024-04-04,entregue,1129.94,app,False,B2C,paid_search,2024,4,Abr,0,0
82,590,2023-03-11,entregue,865.5,marketplace,False,B2C,orgânico,2023,3,Mar,0,0
83,1643,2024-12-09,entregue,13450.19,site,False,B2B,paid_search,2024,12,Dez,0,0
84,1947,2024-02-21,entregue,1999.41,marketplace,False,B2C,redes_sociais,2024,2,Fev,0,0
85,1612,2023-08-28,cancelado,856.48,site,False,B2C,paid_search,2023,8,Ago,1,0
86,25,2023-01-27,devolvido,1936.85,marketplace,False,B2C,paid_search,2023,1,Jan,0,1
87,344,2023-12-02,devolvido,1089.79,marketplace,True,B2C,orgânico,2023,12,Dez,0,1
88,786,2023-11-26,entregue,11182.81,app,False,B2B,redes_sociais,2023,11,Nov,0,0
89,2048,2023-12-19,cancelado,2130.83,app,False,B2C,paid_search,2023,12,Dez,1,0
90,989,2024-06-23,cancelado,476.89,app,True,B2C,paid_search,2024,6,Jun,1,0
91,534,2023-07-31,entregue,464.88,site,False,B2C,orgânico,2023,7,Jul,0,0
92,424,2023-11-03,devolvido,1638.58,app,False,B2C,orgânico,2023,11,Nov,0,1
93,2015,2023-11-06,cancelado,419.31,site,False,B2C,redes_sociais,2023,11,Nov,1,0
94,1184,2024-07-19,entregue,604.74,app,False,B2C,redes_sociais,2024,7,Jul,0,0
95,1741,2023-01-09,entregue,2021.98,site,True,B2C,redes_sociais,2023,1,Jan,0,0
96,1693,2024-08-05,cancelado,2492.3,marketplace,False,B2C,paid_search,2024,8,Ago,1,0
97,1629,2023-03-21,entregue,92.43,site,True,B2C,redes_sociais,2023,3,Mar,0,0
98,80,2023-03-24,em_transito,1130.75,app,False,B2C,redes_sociais,2023,3,Mar,0,0
99,2807,2023-11-02,entregue,3525.84,app,False,B2B,indicação,2023,11,Nov,0,0
100,1040,2024-01-21,entregue,2140.42,marketplace,False,B2B,orgânico,2024,1,Jan,0,0
101,1142,2024-03-19,entregue,579.06,site,False,B2C,paid_search,2024,3,Mar,0,0
102,1332,2023-06-10,entregue,2467.0,app,True,B2C,paid_search,2023,6,Jun,0,0
103,897,2023-08-19,entregue,420.27,site,False,B2C,indicação,2023,8,Ago,0,0
104,357,2024-08-09,devolvido,578.86,site,False,B2C,redes_sociais,2024,8,Ago,0,1
105,2307,2023-03-02,devolvido,1804.76,site,False,B2C,redes_sociais,2023,3,Mar,0,1
106,704,2023-06-20,entregue,537.36,marketplace,False,B2C,paid_search,2023,6,Jun,0,0
107,2567,2023-01-24,entregue,2596.46,app,True,B2C,paid_search,2023,1,Jan,0,0
108,2029,2024-02-27,entregue,8411.78,site,False,B2B,orgânico,2024,2,Fev,0,0
109,2315,2023-06-25,entregue,489.84,marketplace,True,B2C,orgânico,2023,6,Jun,0,0
110,1226,2023-09-01,cancelado,4256.2,marketplace,False,B2B,paid_search,2023,9,Set,1,0
111,923,2023-06-10,em_transito,640.75,app,True,B2C,redes_sociais,2023,6,Jun,0,0
112,1003,2023-02-11,em_transito,2019.24,site,True,B2C,paid_search,2023,2,Fev,0,0
113,465,2023-08-20,entregue,1996.65,app,False,B2C,redes_sociais,2023,8,Ago,0,0
114,1659,2024-07-21,entregue,1964.92,marketplace,False,B2C,redes_sociais,2024,7,Jul,0,0
115,1006,2023-06-16,devolvido,1003.46,app,True,B2C,orgânico,2023,6,Jun,0,1
116,30,2023-01-28,cancelado,2499.56,app,True,B2C,paid_search,2023,1,Jan,1,0
117,1104,2023-04-03,devolvido,172.1,site,False,B2C,indicação,2023,4,Abr,0,1
118,1609,2024-09-18,em_transito,321.22,marketplace,True,B2C,paid_search,2024,9,Set,0,0
119,812,2023-11-15,entregue,4528.9,app,True,B2B,orgânico,2023,11,Nov,0,0
120,747,2023-10-02,entregue,531.78,marketplace,False,B2C,indicação,2023,10,Out,0,0
121,401,2023-07-05,entregue,1766.39,app,True,B2C,orgânico,2023,7,Jul,0,0
122,2960,2024-03-09,entregue,2137.03,app,False,B2C,paid_search,2024,3,Mar,0,0
123,1570,2023-11-29,cancelado,2229.18,site,False,B2C,indicação,2023,11,Nov,1,0
124,937,2023-11-19,cancelado,1862.31,marketplace,False,B2C,paid_search,2023,11,Nov,1,0
125,563,2023-07-15,entregue,1736.98,site,False,B2C,paid_search,2023,7,Jul,0,0
126,1302,2023-11-07,cancelado,277.91,marketplace,False,B2C,redes_sociais,2023,11,Nov,1,0
127,2729,2024-06-13,entregue,1605.15,app,True,B2C,paid_search,2024,6,Jun,0,0
128,520,2023-09-15,entregue,1854.65,site,False,B2B,orgânico,2023,9,Set,0,0
129,1042,2024-11-22,cancelado,1363.06,app,True,B2C,redes_sociais,2024,11,Nov,1,0
130,31,2024-07-09,entregue,1095.61,app,False,B2C,orgânico,2024,7,Jul,0,0
131,813,2023-08-29,entregue,2465.86,site,False,B2C,redes_sociais,2023,8,Ago,0,0
132,2530,2023-06-19,entregue,745.9,app,False,B2C,paid_search,2023,6,Jun,0,0
133,2129,2024-05-30,entregue,2078.97,app,False,B2C,paid_search,2024,5,Mai,0,0
134,1314,2024-12-28,entregue,1977.68,app,True,B2C,orgânico,2024,12,Dez,0,0
135,1630,2024-11-05,entregue,2312.23,marketplace,False,B2C,paid_search,2024,11,Nov,0,0
136,1307,2023-03-24,entregue,8554.01,marketplace,True,B2B,orgânico,2023,3,Mar,0,0
137,36,2024-06-30,cancelado,2336.55,site,False,B2C,paid_search,2024,6,Jun,1,0
138,1229,2024-07-19,entregue,1908.38,app,False,B2C,orgânico,2024,7,Jul,0,0
139,372,2023-06-23,entregue,705.61,site,True,B2C,redes_sociais,2023,6,Jun,0,0
140,2434,2023-11-01,cancelado,1061.24,marketplace,True,B2C,indicação,2023,11,Nov,1,0
141,163,2024-02-13,entregue,2082.68,site,True,B2C,orgânico,2024,2,Fev,0,0
142,2379,2023-07-18,entregue,12621.33,site,False,B2B,orgânico,2023,7,Jul,0,0
143,949,2023-02-21,entregue,636.66,marketplace,False,B2C,paid_search,2023,2,Fev,0,0
144,728,2023-11-02,cancelado,2375.61,app,True,B2C,paid_search,2023,11,Nov,1,0
145,2847,2023-11-01,entregue,1230.06,marketplace,True,B2C,indicação,2023,11,Nov,0,0
146,1640,2023-11-22,entregue,2106.14,marketplace,False,B2C,indicação,2023,11,Nov,0,0
147,532,2023-08-12,entregue,14121.2,marketplace,True,B2B,indicação,2023,8,Ago,0,0
148,935,2023-07-24,entregue,1128.39,app,False,B2C,indicação,2023,7,Jul,0,0
149,914,2023-07-30,cancelado,313.23,site,False,B2C,redes_sociais,2023,7,Jul,1,0
150,1061,2023-04-06,entregue,14111.02,app,False,B2B,orgânico,2023,4,Abr,0,0
151,1131,2023-10-22,em_transito,515.67,site,True,B2C,indicação,2023,10,Out,0,0
152,1591,2024-05-03,devolvido,1887.57,app,False,B2C,indicação,2024,5,Mai,0,1
153,1029,2023-07-04,em_transito,2052.41,marketplace,False,B2C,redes_sociais,2023,7,Jul,0,0
154,1939,2023-12-15,entregue,1120.21,site,False,B2C,indicação,2023,12,Dez,0,0
155,2026,2024-08-01,entregue,1752.41,site,True,B2C,redes_sociais,2024,8,Ago,0,0
156,2296,2023-11-12,entregue,7695.05,app,True,B2B,paid_search,2023,11,Nov,0,0
157,1374,2024-05-28,entregue,1138.13,app,False,B2C,indicação,2024,5,Mai,0,0
158,1471,2024-07-02,cancelado,5988.25,app,False,B2B,indicação,2024,7,Jul,1,0
159,2326,2023-11-23,entregue,1303.82,app,False,B2C,orgânico,2023,11,Nov,0,0
160,2675,2023-11-01,entregue,1267.12,marketplace,True,B2C,redes_sociais,2023,11,Nov,0,0
161,1974,2023-10-02,entregue,1823.5,site,True,B2C,redes_sociais,2023,10,Out,0,0
162,2472,2023-11-26,entregue,1348.07,site,True,B2C,paid_search,2023,11,Nov,0,0
163,1249,2024-10-25,entregue,261.84,marketplace,True,B2C,orgânico,2024,10,Out,0,0
164,2141,2023-08-06,entregue,11052.25,app,True,B2B,redes_sociais,2023,8,Ago,0,0
165,2670,2023-12-26,entregue,1052.81,app,False,B2C,redes_sociais,2023,12,Dez,0,0
166,1589,2024-02-18,em_transito,2256.28,marketplace,False,B2C,redes_sociais,2024,2,Fev,0,0
167,1217,2023-03-31,entregue,1308.3,marketplace,False,B2C,indicação,2023,3,Mar,0,0
168,245,2024-05-01,entregue,2112.51,marketplace,True,B2C,redes_sociais,2024,5,Mai,0,0
169,1371,2023-11-15,entregue,80.47,marketplace,False,B2C,paid_search,2023,11,Nov,0,0
170,1755,2023-11-29,entregue,642.51,site,True,B2C,orgânico,2023,11,Nov,0,0
171,2086,2023-01-28,entregue,3559.36,app,False,B2B,paid_search,2023,1,Jan,0,0
172,493,2023-05-19,entregue,2223.0,site,False,B2C,paid_search,2023,5,Mai,0,0
173,1152,2024-09-21,cancelado,1146.74,site,False,B2C,orgânico,2024,9,Set,1,0
174,894,2023-12-04,entregue,2071.34,marketplace,False,B2C,redes_sociais,2023,12,Dez,0,0
175,2346,2023-11-08,entregue,1743.19,marketplace,False,B2C,paid_search,2023,11,Nov,0,0
176,1973,2023-01-25,cancelado,1605.07,marketplace,False,B2C,paid_search,2023,1,Jan,1,0
177,2609,2023-05-22,devolvido,10569.81,site,True,B2B,redes_sociais,2023,5,Mai,0,1
178,2298,2024-12-17,entregue,1021.64,site,False,B2C,indicação,2024,12,Dez,0,0
179,1601,2023-03-04,entregue,13998.52,site,False,B2B,paid_search,2023,3,Mar,0,0
180,1944,2024-08-17,entregue,2097.34,marketplace,False,B2C,indicação,2024,8,Ago,0,0
181,2321,2023-06-13,entregue,2731.82,app,False,B2B,orgânico,2023,6,Jun,0,0
182,836,2023-08-27,entregue,1851.72,app,False,B2C,orgânico,2023,8,Ago,0,0
183,1262,2023-06-25,entregue,539.43,app,False,B2C,paid_search,2023,6,Jun,0,0
184,2724,2023-03-31,em_transito,777.14,marketplace,False,B2C,paid_search,2023,3,Mar,0,0
185,79,2023-11-12,entregue,1063.81,marketplace,True,B2C,redes_sociais,2023,11,Nov,0,0
186,736,2023-11-11,entregue,34.92,marketplace,True,B2C,orgânico,2023,11,Nov,0,0
187,666,2023-10-06,entregue,1296.2,site,False,B2C,orgânico,2023,10,Out,0,0
188,1005,2024-12-15,entregue,2060.4,site,True,B2C,paid_search,2024,12,Dez,0,0
189,458,2024-05-29,entregue,960.96,site,False,B2C,redes_sociais,2024,5,Mai,0,0
190,2777,2023-11-29,entregue,2163.33,marketplace,False,B2C,orgânico,2023,11,Nov,0,0
191,422,2023-09-16,em_transito,1655.68,marketplace,False,B2C,redes_sociais,2023,9,Set,0,0
192,382,2023-07-24,cancelado,312.66,app,True,B2C,redes_sociais,2023,7,Jul,1,0
193,640,2023-11-02,entregue,106.79,site,False,B2C,paid_search,2023,11,Nov,0,0
194,2624,2023-03-09,entregue,401.05,app,True,B2C,orgânico,2023,3,Mar,0,0
195,2254,2023-10-31,devolvido,835.83,app,False,B2C,orgânico,2023,10,Out,0,1
196,79,2024-06-12,entregue,2415.87,marketplace,False,B2C,redes_sociais,2024,6,Jun,0,0
197,2650,2023-10-10,cancelado,1363.4,site,False,B2C,paid_search,2023,10,Out,1,0
198,461,2024-01-30,entregue,7347.59,site,False,B2B,orgânico,2024,1,Jan,0,0
199,136,2023-01-18,entregue,1157.04,site,False,B2C,orgânico,2023,1,Jan,0,0
200,1726,2023-09-28,entregue,1499.31,app,False,B2C,paid_search,2023,9,Set,0,0
201,1037,2024-06-18,devolvido,7526.02,marketplace,True,B2B,indicação,2024,6,Jun,0,1
202,1210,2024-11-04,entregue,5922.06,site,False,B2B,paid_search,2024,11,Nov,0,0
203,369,2023-06-09,entregue,481.12,site,False,B2C,paid_search,2023,6,Jun,0,0
204,1660,2024-12-22,entregue,2536.87,site,False,B2C,indicação,2024,12,Dez,0,0
205,1203,2023-11-22,devolvido,2231.75,site,True,B2C,indicação,2023,11,Nov,0,1
206,911,2024-03-11,entregue,1647.81,app,False,B2B,redes_sociais,2024,3,Mar,0,0
207,1505,2023-10-13,cancelado,4024.54,marketplace,False,B2B,paid_search,2023,10,Out,1,0
208,2090,2023-05-02,devolvido,1437.79,app,False,B2C,redes_sociais,2023,5,Mai,0,1
209,1514,2024-12-30,em_transito,14430.59,app,True,B2B,paid_search,2024,12,Dez,0,0
210,1652,2024-09-10,em_transito,1037.15,marketplace,False,B2C,redes_sociais,2024,9,Set,0,0
211,2382,2024-05-11,entregue,154.73,marketplace,True,B2C,paid_search,2024,5,Mai,0,0
212,1585,2024-02-25,entregue,1059.87,marketplace,True,B2C,paid_search,2024,2,Fev,0,0
213,2332,2023-07-01,devolvido,961.08,site,False,B2C,indicação,2023,7,Jul,0,1
214,2461,2023-06-08,em_transito,9246.44,marketplace,False,B2B,orgânico,2023,6,Jun,0,0
215,883,2024-07-20,entregue,14601.79,marketplace,False,B2B,indicação,2024,7,Jul,0,0
216,2030,2023-07-11,em_transito,6790.51,app,True,B2B,redes_sociais,2023,7,Jul,0,0
217,2152,2024-06-19,devolvido,2038.35,app,True,B2C,redes_sociais,2024,6,Jun,0,1
218,2163,2024-09-05,entregue,9988.95,site,True,B2C,indicação,2024,9,Set,0,0
219,273,2023-02-20,em_transito,1755.04,marketplace,False,B2C,redes_sociais,2023,2,Fev,0,0
220,2527,2023-03-10,cancelado,10089.36,app,False,B2B,indicação,2023,3,Mar,1,0
221,2995,2023-03-14,entregue,1305.97,site,False,B2C,paid_search,2023,3,Mar,0,0
222,2604,2024-04-26,entregue,1543.86,site,False,B2C,orgânico,2024,4,Abr,0,0
223,2750,2023-06-13,cancelado,2351.36,marketplace,True,B2C,indicação,2023,6,Jun,1,0
224,1350,2024-12-27,cancelado,1310.92,marketplace,True,B2C,paid_search,2024,12,Dez,1,0
225,127,2024-05-11,entregue,2357.75,app,True,B2C,indicação,2024,5,Mai,0,0
226,2289,2024-02-15,em_transito,1433.91,site,False,B2C,redes_sociais,2024,2,Fev,0,0
227,140,2024-01-14,entregue,2201.99,app,True,B2C,redes_sociais,2024,1,Jan,0,0
228,1008,2023-01-03,entregue,1040.33,app,False,B2C,indicação,2023,1,Jan,0,0
229,1365,2023-06-06,entregue,1934.97,marketplace,False,B2C,paid_search,2023,6,Jun,0,0
230,1016,2023-11-11,entregue,1785.73,app,True,B2C,redes_sociais,2023,11,Nov,0,0
231,2690,2024-11-07,entregue,1029.62,marketplace,True,B2C,indicação,2024,11,Nov,0,0
232,2032,2023-06-23,entregue,2427.58,site,True,B2C,redes_sociais,2023,6,Jun,0,0
233,2358,2023-07-03,entregue,853.81,site,False,B2C,orgânico,2023,7,Jul,0,0
234,2448,2024-08-27,entregue,507.64,site,False,B2C,redes_sociais,2024,8,Ago,0,0
235,2998,2023-10-28,entregue,20528.489999999998,app,False,B2B,indicação,2023,10,Out,0,0
236,1110,2023-01-27,cancelado,1350.33,app,False,B2C,indicação,2023,1,Jan,1,0
237,1292,2023-01-06,devolvido,6496.31,marketplace,True,B2B,orgânico,2023,1,Jan,0,1
238,293,2024-10-06,em_transito,1729.51,site,False,B2C,orgânico,2024,10,Out,0,0
239,368,2023-09-02,entregue,1359.39,marketplace,True,B2C,indicação,2023,9,Set,0,0
240,1571,2023-09-19,entregue,211.24,site,False,B2C,indicação,2023,9,Set,0,0
241,1411,2023-03-22,entregue,2241.14,marketplace,False,B2C,paid_search,2023,3,Mar,0,0
242,2537,2024-01-10,entregue,2196.11,site,False,B2B,orgânico,2024,1,Jan,0,0
243,1937,2023-11-10,devolvido,2008.86,site,False,B2C,paid_search,2023,11,Nov,0,1
244,1277,2023-11-09,em_transito,644.15,site,False,B2C,orgânico,2023,11,Nov,0,0
245,613,2024-07-06,entregue,1483.76,site,False,B2C,indicação,2024,7,Jul,0,0
246,2996,2023-11-17,em_transito,1373.65,app,False,B2C,redes_sociais,2023,11,Nov,0,0
247,2574,2023-01-22,entregue,8337.03,marketplace,True,B2B,indicação,2023,1,Jan,0,0
248,2491,2023-04-03,entregue,1110.2,app,False,B2C,redes_sociais,2023,4,Abr,0,0
249,2959,2024-03-03,entregue,2333.38,site,False,B2C,orgânico,2024,3,Mar,0,0
250,1080,2024-05-30,cancelado,12686.26,marketplace,False,B2B,paid_search,2024,5,Mai,1,0
251,2479,2023-02-13,entregue,2448.25,marketplace,False,B2C,orgânico,2023,2,Fev,0,0
252,2520,2023-11-27,devolvido,9623.42,marketplace,False,B2B,indicação,2023,11,Nov,0,1
253,324,2023-11-22,entregue,267.73,site,False,B2C,paid_search,2023,11,Nov,0,0
254,2298,2023-11-06,entregue,1655.6,app,True,B2C,indicação,2023,11,Nov,0,0
255,133,2024-04-10,entregue,74.68,marketplace,True,B2C,paid_search,2024,4,Abr,0,0
256,2778,2023-11-16,entregue,4538.48,app,False,B2B,redes_sociais,2023,11,Nov,0,0
257,233,2024-11-26,cancelado,13818.74,marketplace,False,B2B,redes_sociais,2024,11,Nov,1,0
258,261,2023-03-17,entregue,1831.11,marketplace,False,B2C,orgânico,2023,3,Mar,0,0
259,1991,2024-02-22,devolvido,474.11,site,True,B2C,orgânico,2024,2,Fev,0,1
260,1540,2024-01-08,em_transito,370.53,site,False,B2C,orgânico,2024,1,Jan,0,0
261,1234,2023-11-12,cancelado,2270.82,app,True,B2C,redes_sociais,2023,11,Nov,1,0
262,2118,2023-12-05,entregue,132.58,site,False,B2C,orgânico,2023,12,Dez,0,0
263,35,2023-05-13,entregue,1613.45,marketplace,False,B2C,orgânico,2023,5,Mai,0,0
264,33,2024-08-24,cancelado,564.4,site,True,B2C,paid_search,2024,8,Ago,1,0
265,676,2023-11-24,entregue,383.61,site,True,B2C,redes_sociais,2023,11,Nov,0,0
266,1389,2023-07-24,cancelado,1434.01,app,False,B2C,orgânico,2023,7,Jul,1,0
267,460,2023-07-11,entregue,9537.57,app,False,B2B,redes_sociais,2023,7,Jul,0,0
268,1899,2024-05-19,entregue,705.19,app,False,B2C,paid_search,2024,5,Mai,0,0
269,180,2024-07-24,entregue,734.72,marketplace,True,B2C,indicação,2024,7,Jul,0,0
270,510,2024-10-07,entregue,1383.62,marketplace,False,B2C,orgânico,2024,10,Out,0,0
271,2169,2023-10-17,entregue,1033.18,app,False,B2C,redes_sociais,2023,10,Out,0,0
272,2810,2023-05-07,entregue,159.26,app,False,B2C,orgânico,2023,5,Mai,0,0
273,962,2024-02-23,cancelado,12685.17,site,True,B2B,redes_sociais,2024,2,Fev,1,0
274,1834,2023-11-15,cancelado,1071.35,marketplace,False,B2C,paid_search,2023,11,Nov,1,0
275,806,2023-03-06,entregue,97.12,app,False,B2C,indicação,2023,3,Mar,0,0
276,18,2023-11-08,cancelado,2379.29,marketplace,False,B2C,indicação,2023,11,Nov,1,0
277,1295,2023-12-22,entregue,182.74,marketplace,True,B2C,indicação,2023,12,Dez,0,0
278,308,2024-08-27,entregue,169.84,app,False,B2C,paid_search,2024,8,Ago,0,0
279,1497,2024-11-27,entregue,2469.16,app,False,B2C,redes_sociais,2024,11,Nov,0,0
280,2961,2024-08-09,entregue,1618.17,marketplace,False,B2C,indicação,2024,8,Ago,0,0
281,1630,2023-11-04,entregue,845.34,marketplace,False,B2C,paid_search,2023,11,Nov,0,0
282,798,2024-12-31,entregue,1579.19,marketplace,False,B2C,redes_sociais,2024,12,Dez,0,0
283,29,2024-04-24,cancelado,2427.31,site,False,B2C,orgânico,2024,4,Abr,1,0
284,1942,2023-04-01,devolvido,2020.11,marketplace,True,B2C,paid_search,2023,4,Abr,0,1
285,105,2024-03-18,entregue,498.44,app,False,B2C,orgânico,2024,3,Mar,0,0
286,2473,2023-08-06,entregue,1426.84,marketplace,False,B2C,orgânico,2023,8,Ago,0,0
287,164,2024-07-28,cancelado,12324.42,site,False,B2B,paid_search,2024,7,Jul,1,0
288,1885,2024-08-30,entregue,438.38,marketplace,False,B2C,redes_sociais,2024,8,Ago,0,0
